ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
157,2021,Chef Knife,Kitchen,2026-05-08,Weekly,16,74.92,1.0,Growing,67,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02
158,2021,Chef Knife,Kitchen,2026-05-15,Weekly,16,77.74,1.0,Growing,67,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
159,2021,Chef Knife,Kitchen,2026-05-22,Weekly,16,76.13,1.0,Growing,67,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-23
160,2021,Chef Knife,Kitchen,2026-06-01,Monthly,78,78.49,1.0,Growing,67,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24
161,2021,Chef Knife,Kitchen,2026-07-01,Monthly,84,78.49,1.0,Growing,67,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-04
162,2022,Fork Set,Kitchen,2026-05-01,Monthly,81,71.14,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
163,2022,Fork Set,Kitchen,2026-05-01,Weekly,18,74.38,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
164,2022,Fork Set,Kitchen,2026-05-08,Weekly,18,66.44,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
165,2022,Fork Set,Kitchen,2026-05-15,Weekly,18,66.53,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
166,2022,Fork Set,Kitchen,2026-05-22,Weekly,18,75.83,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-18
167,2022,Fork Set,Kitchen,2026-06-01,Monthly,87,71.14,1.0,Growing,75,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
168,2022,Fork Set,Kitchen,2026-07-01,Monthly,94,71.14,1.0,Growing,75,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-28
169,2031,Coffee Mug,Kitchen,2026-05-01,Monthly,118,77.27,1.0,Growing,110,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
170,2031,Coffee Mug,Kitchen,2026-05-01,Weekly,27,79.47,1.0,Growing,110,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
171,2031,Coffee Mug,Kitchen,2026-05-08,Weekly,27,75.11,1.0,Growing,110,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
172,2031,Coffee Mug,Kitchen,2026-05-15,Weekly,27,75.96,1.0,Growing,110,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
173,2031,Coffee Mug,Kitchen,2026-05-22,Weekly,27,75.54,1.0,Growing,110,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
174,2031,Coffee Mug,Kitchen,2026-06-01,Monthly,128,77.27,1.0,Growing,110,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-29
175,2031,Coffee Mug,Kitchen,2026-07-01,Monthly,138,77.27,1.0,Growing,110,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
176,2041,Serving Platter,Kitchen,2026-05-01,Monthly,120,78.0,1.0,Growing,112,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-27
177,2041,Serving Platter,Kitchen,2026-05-01,Weekly,27,79.05,1.0,Growing,112,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
178,2041,Serving Platter,Kitchen,2026-05-08,Weekly,27,74.69,1.0,Growing,112,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
179,2041,Serving Platter,Kitchen,2026-05-15,Weekly,27,77.44,1.0,Growing,112,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
180,2041,Serving Platter,Kitchen,2026-05-22,Weekly,27,77.61,1.0,Growing,112,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
181,2041,Serving Platter,Kitchen,2026-06-01,Monthly,130,78.0,1.0,Growing,112,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-15
182,2041,Serving Platter,Kitchen,2026-07-01,Monthly,141,78.0,1.0,Growing,112,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-09
183,2051,Ice Cream Bowl,Kitchen,2026-05-01,Monthly,110,67.66,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01
184,2051,Ice Cream Bowl,Kitchen,2026-05-01,Weekly,25,67.68,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
185,2051,Ice Cream Bowl,Kitchen,2026-05-08,Weekly,25,64.88,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
186,2051,Ice Cream Bowl,Kitchen,2026-05-15,Weekly,25,63.48,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
187,2051,Ice Cream Bowl,Kitchen,2026-05-22,Weekly,25,72.25,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
188,2051,Ice Cream Bowl,Kitchen,2026-06-01,Monthly,118,67.66,1.0,Growing,102,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-08
189,2051,Ice Cream Bowl,Kitchen,2026-07-01,Monthly,128,67.66,1.0,Growing,102,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
190,2061,Mixing Bowl,Kitchen,2026-05-01,Monthly,101,63.6,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
191,2061,Mixing Bowl,Kitchen,2026-05-01,Weekly,23,61.01,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
192,2061,Mixing Bowl,Kitchen,2026-05-08,Weekly,23,59.41,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
193,2061,Mixing Bowl,Kitchen,2026-05-15,Weekly,23,65.8,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
194,2061,Mixing Bowl,Kitchen,2026-05-22,Weekly,23,61.86,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
195,2061,Mixing Bowl,Kitchen,2026-06-01,Monthly,109,63.6,1.0,Growing,94,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-15
196,2061,Mixing Bowl,Kitchen,2026-07-01,Monthly,118,63.6,1.0,Growing,94,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
197,2071,Baking Pan,Kitchen,2026-05-01,Monthly,78,63.42,1.0,Growing,73,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
198,2071,Baking Pan,Kitchen,2026-05-01,Weekly,18,66.82,1.0,Growing,73,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
199,2071,Baking Pan,Kitchen,2026-05-08,Weekly,18,62.92,1.0,Growing,73,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
200,2071,Baking Pan,Kitchen,2026-05-15,Weekly,18,59.92,1.0,Growing,73,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
201,2071,Baking Pan,Kitchen,2026-05-22,Weekly,18,59.24,1.0,Growing,73,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-12
202,2071,Baking Pan,Kitchen,2026-06-01,Monthly,85,63.42,1.0,Growing,73,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-19
203,2071,Baking Pan,Kitchen,2026-07-01,Monthly,91,63.42,1.0,Growing,73,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01
204,2081,Food Storage Set,Kitchen,2026-05-01,Monthly,100,73.39,1.0,Growing,93,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-19
205,2081,Food Storage Set,Kitchen,2026-05-01,Weekly,23,69.33,1.0,Growing,93,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
206,2081,Food Storage Set,Kitchen,2026-05-08,Weekly,23,71.17,1.0,Growing,93,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
207,2081,Food Storage Set,Kitchen,2026-05-15,Weekly,23,69.95,1.0,Growing,93,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
208,2081,Food Storage Set,Kitchen,2026-05-22,Weekly,23,76.37,1.0,Growing,93,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-23
209,2081,Food Storage Set,Kitchen,2026-06-01,Monthly,108,73.39,1.0,Growing,93,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24
210,2081,Food Storage Set,Kitchen,2026-07-01,Monthly,117,73.39,1.0,Growing,93,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
211,2091,Spatula,Kitchen,2026-05-01,Monthly,77,64.7,1.0,Growing,72,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-25
212,2091,Spatula,Kitchen,2026-05-01,Weekly,17,61.2,1.0,Growing,72,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
213,2091,Spatula,Kitchen,2026-05-08,Weekly,17,66.42,1.0,Growing,72,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
214,2091,Spatula,Kitchen,2026-05-15,Weekly,17,68.09,1.0,Growing,72,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
215,2091,Spatula,Kitchen,2026-05-22,Weekly,17,68.03,1.0,Growing,72,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25
216,2091,Spatula,Kitchen,2026-06-01,Monthly,83,64.7,1.0,Growing,72,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
217,2091,Spatula,Kitchen,2026-07-01,Monthly,90,64.7,1.0,Growing,72,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07
218,2101,Measuring Cup Set,Kitchen,2026-05-01,Monthly,64,73.89,1.0,Growing,60,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-27
219,2101,Measuring Cup Set,Kitchen,2026-05-01,Weekly,14,78.07,1.0,Growing,60,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
220,2101,Measuring Cup Set,Kitchen,2026-05-08,Weekly,14,69.44,1.0,Growing,60,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
221,2101,Measuring Cup Set,Kitchen,2026-05-15,Weekly,14,69.07,1.0,Growing,60,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
222,2101,Measuring Cup Set,Kitchen,2026-05-22,Weekly,14,77.24,1.0,Growing,60,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
223,2101,Measuring Cup Set,Kitchen,2026-06-01,Monthly,69,73.89,1.0,Growing,60,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
224,2101,Measuring Cup Set,Kitchen,2026-07-01,Monthly,75,73.89,1.0,Growing,60,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
225,2111,High-Speed Blender,Kitchen,2026-05-01,Monthly,111,64.0,1.0,Growing,103,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
226,2111,High-Speed Blender,Kitchen,2026-05-01,Weekly,25,65.03,1.0,Growing,103,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
227,2111,High-Speed Blender,Kitchen,2026-05-08,Weekly,25,62.34,1.0,Growing,103,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
228,2111,High-Speed Blender,Kitchen,2026-05-15,Weekly,25,61.34,1.0,Growing,103,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
229,2111,High-Speed Blender,Kitchen,2026-05-22,Weekly,25,59.07,1.0,Growing,103,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
230,2111,High-Speed Blender,Kitchen,2026-06-01,Monthly,120,64.0,1.0,Growing,103,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10
231,2111,High-Speed Blender,Kitchen,2026-07-01,Monthly,129,64.0,1.0,Growing,103,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-08
232,2112,4-Slice Toaster,Kitchen,2026-05-01,Monthly,69,70.59,1.0,Growing,64,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
233,2112,4-Slice Toaster,Kitchen,2026-05-01,Weekly,16,67.78,1.0,Growing,64,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
234,2112,4-Slice Toaster,Kitchen,2026-05-08,Weekly,16,67.17,1.0,Growing,64,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
235,2112,4-Slice Toaster,Kitchen,2026-05-15,Weekly,16,71.83,1.0,Growing,64,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
236,2112,4-Slice Toaster,Kitchen,2026-05-22,Weekly,16,67.69,1.0,Growing,64,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
237,2112,4-Slice Toaster,Kitchen,2026-06-01,Monthly,74,70.59,1.0,Growing,64,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
238,2112,4-Slice Toaster,Kitchen,2026-07-01,Monthly,80,70.59,1.0,Growing,64,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
239,2121,Bamboo Cutting Board Set,Kitchen,2026-05-01,Monthly,113,74.7,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
240,2121,Bamboo Cutting Board Set,Kitchen,2026-05-01,Weekly,26,79.57,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
241,2121,Bamboo Cutting Board Set,Kitchen,2026-05-08,Weekly,26,77.3,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
242,2121,Bamboo Cutting Board Set,Kitchen,2026-05-15,Weekly,26,78.44,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
243,2121,Bamboo Cutting Board Set,Kitchen,2026-05-22,Weekly,26,70.58,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
244,2121,Bamboo Cutting Board Set,Kitchen,2026-06-01,Monthly,122,74.7,1.0,Growing,105,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-15
245,2121,Bamboo Cutting Board Set,Kitchen,2026-07-01,Monthly,132,74.7,1.0,Growing,105,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
246,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-01,Monthly,109,70.51,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-29
247,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-01,Weekly,25,74.06,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
248,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-08,Weekly,25,73.3,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
249,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-15,Weekly,25,69.04,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
250,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-22,Weekly,25,74.87,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
251,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-06-01,Monthly,117,70.51,1.0,Growing,101,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-02
252,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-07-01,Monthly,127,70.51,1.0,Growing,101,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
253,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-01,Monthly,87,65.02,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
254,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-01,Weekly,20,68.8,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
255,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-08,Weekly,20,60.42,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
256,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-15,Weekly,20,62.53,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
257,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-22,Weekly,20,66.52,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-18
258,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-06-01,Monthly,94,65.02,1.0,Growing,81,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
259,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-07-01,Monthly,102,65.02,1.0,Growing,81,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-04
260,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-01,Monthly,110,68.61,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
261,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-01,Weekly,25,63.88,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-23
262,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-08,Weekly,25,66.35,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
263,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-15,Weekly,25,71.74,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
264,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-22,Weekly,25,66.57,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
265,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-06-01,Monthly,118,68.61,1.0,Growing,102,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
266,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-07-01,Monthly,128,68.61,1.0,Growing,102,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
267,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-01,Monthly,110,65.27,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
268,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-01,Weekly,25,61.63,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
269,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-08,Weekly,25,67.07,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
270,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-15,Weekly,25,64.77,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
271,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-22,Weekly,25,67.56,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-23
272,3021,Nordic Classic XC Skis - 185cm,Ski,2026-06-01,Monthly,118,65.27,1.0,Growing,102,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
273,3021,Nordic Classic XC Skis - 185cm,Ski,2026-07-01,Monthly,128,65.27,1.0,Growing,102,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-15
274,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-01,Monthly,87,61.84,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
275,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-01,Weekly,20,60.86,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
276,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-08,Weekly,20,63.81,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
277,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-15,Weekly,20,66.67,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-22
278,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-22,Weekly,20,65.63,1.0,Growing,81,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
279,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-06-01,Monthly,94,61.84,1.0,Growing,81,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-08
280,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-07-01,Monthly,102,61.84,1.0,Growing,81,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07
281,3031,Pro Flex Racing Ski Boots,Ski,2026-05-01,Monthly,96,76.65,1.0,Growing,89,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
282,3031,Pro Flex Racing Ski Boots,Ski,2026-05-01,Weekly,22,76.02,1.0,Growing,89,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
283,3031,Pro Flex Racing Ski Boots,Ski,2026-05-08,Weekly,22,81.36,1.0,Growing,89,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-24
284,3031,Pro Flex Racing Ski Boots,Ski,2026-05-15,Weekly,22,76.85,1.0,Growing,89,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-11
285,3031,Pro Flex Racing Ski Boots,Ski,2026-05-22,Weekly,22,73.16,1.0,Growing,89,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
286,3031,Pro Flex Racing Ski Boots,Ski,2026-06-01,Monthly,103,76.65,1.0,Growing,89,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-28
287,3031,Pro Flex Racing Ski Boots,Ski,2026-07-01,Monthly,112,76.65,1.0,Growing,89,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-16
288,3032,Comfort Fit Recreational Boots,Ski,2026-05-01,Monthly,110,72.9,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
289,3032,Comfort Fit Recreational Boots,Ski,2026-05-01,Weekly,25,71.3,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
290,3032,Comfort Fit Recreational Boots,Ski,2026-05-08,Weekly,25,68.95,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
291,3032,Comfort Fit Recreational Boots,Ski,2026-05-15,Weekly,25,72.31,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
292,3032,Comfort Fit Recreational Boots,Ski,2026-05-22,Weekly,25,72.62,1.0,Growing,102,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
293,3032,Comfort Fit Recreational Boots,Ski,2026-06-01,Monthly,118,72.9,1.0,Growing,102,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-16
294,3032,Comfort Fit Recreational Boots,Ski,2026-07-01,Monthly,128,72.9,1.0,Growing,102,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-11
295,3033,Women's Performance Ski Boots,Ski,2026-05-01,Monthly,113,75.42,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-02
296,3033,Women's Performance Ski Boots,Ski,2026-05-01,Weekly,26,73.36,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
297,3033,Women's Performance Ski Boots,Ski,2026-05-08,Weekly,26,76.43,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
298,3033,Women's Performance Ski Boots,Ski,2026-05-15,Weekly,26,76.49,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-24
299,3033,Women's Performance Ski Boots,Ski,2026-05-22,Weekly,26,76.81,1.0,Growing,105,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
300,3033,Women's Performance Ski Boots,Ski,2026-06-01,Monthly,122,75.42,1.0,Growing,105,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-02
301,3033,Women's Performance Ski Boots,Ski,2026-07-01,Monthly,132,75.42,1.0,Growing,105,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
302,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-01,Monthly,82,64.77,1.0,Growing,76,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10
303,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-01,Weekly,19,59.85,1.0,Growing,76,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
304,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-08,Weekly,19,60.82,1.0,Growing,76,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25
305,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-15,Weekly,19,59.85,1.0,Growing,76,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
306,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-22,Weekly,19,68.08,1.0,Growing,76,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-12
307,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-06-01,Monthly,88,64.77,1.0,Growing,76,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07
308,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-07-01,Monthly,95,64.77,1.0,Growing,76,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
309,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-01,Monthly,85,65.88,1.0,Growing,79,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-02
310,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-01,Weekly,19,62.79,1.0,Growing,79,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
311,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-08,Weekly,19,66.46,1.0,Growing,79,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
